Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	PrevAvRefValue	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
222	635	0	1.57311289	26.3046841	26.1369836	26.0099581	26.3187461	0.102738583	1.74688506	0	100	0	0	3
223	640	0	1.58019898	26.2706668	26.1402246	26.0099581	26.3187461	0.105979607	1.74688506	0	100	0	0	3
224	645	0	1.58728507	26.2970823	26.1441123	26.0099581	26.3187461	0.109867276	1.74688506	0	100	0	0	3
225	650	0	1.59437117	26.2620274	26.1470765	26.0099581	26.3187461	0.112831477	1.74688506	0	100	0	0	3
226	654	0	1.60145726	26.2856893	26.1506302	26.0099581	26.3187461	0.116385202	1.74688506	0	100	0	0	3
227	659	0	1.60854336	26.2523808	26.1532058	26.0099581	26.3187461	0.118960757	1.74688506	0	100	0	0	3
228	663	0	1.61562945	26.276391	26.1563474	26.0099581	26.3187461	0.122102335	1.74688506	0	100	0	0	3
229	668	0	1.62271555	26.250206	26.1587241	26.0099581	26.3187461	0.124479066	1.74688506	0	100	0	0	3
230	673	0	1.62980164	26.274318	26.1617488	26.0099581	26.3187461	0.127503744	1.74688506	0	100	0	0	3
231	678	0	1.63688773	26.2522914	26.1641688	26.0099581	26.3187461	0.129923737	1.74688506	0	100	0	0	3
232	683	0	1.64397383	26.2797388	26.1673151	26.0099581	26.3187461	0.133070028	1.74688506	0	100	0	0	3
233	687	0	1.65105992	26.2552086	26.1698332	26.0099581	26.3187461	0.135588146	1.74688506	0	100	0	0	3
234	692	0	1.65814602	26.280206	26.173031	26.0099581	26.3187461	0.13878593	1.74688506	0	100	0	0	3
235	698	0	1.66523211	26.2502594	26.1755122	26.0099581	26.3187461	0.141267194	1.74688506	0	100	0	0	3
236	702	0	1.6723182	26.2810832	26.1788234	26.0099581	26.3187461	0.144578402	1.74688506	0	100	0	0	3
237	707	0	1.6794043	26.2526871	26.1815241	26.0099581	26.3187461	0.147279033	1.74688506	0	100	0	0	3
238	712	0	1.68649039	26.2791916	26.1850948	26.0099581	26.3187461	0.150849765	1.74688506	0	100	0	0	3
239	717	0	1.69357649	26.2580318	26.1881059	26.0099581	26.3187461	0.153860836	1.74688506	0	100	0	0	3
240	722	0	1.70066258	26.2815313	26.1918587	26.0099581	26.3187461	0.157613679	1.74688506	0	100	0	0	3
241	726	0	1.70774867	26.2596245	26.1949564	26.0099581	26.3187461	0.160711375	1.74688506	0	100	0	0	3
242	731	0	1.71483477	26.279966	26.1986369	26.0099581	26.3187461	0.164391855	1.74688506	0	100	0	0	3
